timestamp,user_id,result,distance
2025-11-14T03:14:20,,denied,
2025-11-14T03:14:21,,denied,
2025-11-14T03:14:21,,denied,
2025-11-14T03:14:21,,denied,
2025-11-14T03:14:21,,denied,
2025-11-14T03:14:22,,denied,
2025-11-14T03:14:22,,denied,
2025-11-14T03:14:22,,denied,
2025-11-14T03:14:22,,denied,
2025-11-14T03:14:22,,denied,
2025-11-14T03:14:23,,denied,
2025-11-14T03:14:23,,denied,
2025-11-14T03:14:23,,denied,
2025-11-14T03:14:23,,denied,
2025-11-14T03:14:23,,denied,
2025-11-14T03:14:23,,denied,
2025-11-14T03:14:24,,denied,
2025-11-14T03:14:24,,denied,
2025-11-14T03:14:24,,denied,
2025-11-14T03:14:24,,denied,
2025-11-14T03:14:24,,denied,
2025-11-14T03:14:25,,denied,
2025-11-14T03:14:25,,denied,
2025-11-14T03:14:25,,denied,
2025-11-14T03:14:25,,denied,
2025-11-14T03:14:25,,denied,
2025-11-14T03:14:26,,denied,
2025-11-14T03:14:26,,denied,
2025-11-14T03:14:26,,denied,
2025-11-14T03:14:26,,denied,
2025-11-14T03:14:26,,denied,
2025-11-14T03:14:26,,denied,
2025-11-14T03:14:27,,denied,
2025-11-14T03:14:27,,denied,
2025-11-14T03:14:27,,denied,
2025-11-14T03:14:27,,denied,
2025-11-14T03:14:27,,denied,
2025-11-14T03:14:28,,denied,
2025-11-14T03:14:28,,denied,
2025-11-14T03:14:28,,denied,
2025-11-14T03:14:28,,denied,
2025-11-14T03:14:28,,denied,
2025-11-14T03:14:28,,denied,
2025-11-14T03:14:29,,denied,
2025-11-14T03:14:29,,denied,
2025-11-14T03:14:29,,denied,
2025-11-14T03:14:36,,denied,
2025-11-14T03:14:36,,denied,
2025-11-14T03:14:37,,denied,
2025-11-14T03:14:37,,denied,
2025-11-14T03:14:37,,denied,
2025-11-14T03:14:37,,denied,
2025-11-14T03:14:37,,denied,
2025-11-14T03:14:38,,denied,
2025-11-14T03:14:38,,denied,
2025-11-14T03:14:38,,denied,
2025-11-14T03:14:38,,denied,
2025-11-14T03:14:38,,denied,
2025-11-14T03:14:38,,denied,
2025-11-14T03:14:39,,denied,
2025-11-14T03:14:39,,denied,
2025-11-14T03:14:39,,denied,
2025-11-14T03:14:39,,denied,
2025-11-14T03:14:39,,denied,
2025-11-14T03:14:40,,denied,
2025-11-14T03:14:40,,denied,
2025-11-14T03:14:40,,denied,
2025-11-14T03:14:40,,denied,
2025-11-14T03:14:40,,denied,
2025-11-14T03:14:40,,denied,
2025-11-14T03:14:41,,denied,
2025-11-14T03:14:41,,denied,
2025-11-14T03:14:41,,denied,
2025-11-14T03:14:41,,denied,
2025-11-14T03:14:41,,denied,
2025-11-14T03:14:42,,denied,
2025-11-14T03:14:42,,denied,
2025-11-14T03:14:42,,denied,
2025-11-14T03:14:42,,denied,
2025-11-14T03:14:42,,denied,
2025-11-14T03:14:42,,denied,
2025-11-14T03:14:43,,denied,
2025-11-14T03:14:43,,denied,
2025-11-14T03:14:43,,denied,
2025-11-14T03:14:43,,denied,
2025-11-14T03:14:43,,denied,
2025-11-14T03:14:44,,denied,
2025-11-14T03:14:44,,denied,
2025-11-14T03:14:44,,denied,
2025-11-14T03:14:44,,denied,
2025-11-14T03:14:44,,denied,
2025-11-14T03:14:44,,denied,
2025-11-14T03:14:45,,denied,
2025-11-14T03:14:45,,denied,
2025-11-14T03:14:45,,denied,
2025-11-14T03:14:45,,denied,
2025-11-14T03:14:45,,denied,
2025-11-14T03:14:46,,denied,
2025-11-14T03:14:46,,denied,
2025-11-14T03:14:46,,denied,
2025-11-14T03:14:46,,denied,
2025-11-14T03:14:46,,denied,
2025-11-14T03:14:46,,denied,
2025-11-14T03:14:47,,denied,
2025-11-14T03:14:47,,denied,
2025-11-14T03:14:47,,denied,
2025-11-14T03:14:47,,denied,
2025-11-14T03:14:47,,denied,
2025-11-14T03:14:48,,denied,
2025-11-14T03:14:48,,denied,
2025-11-14T03:14:48,,denied,
2025-11-14T03:14:48,,denied,
2025-11-14T03:14:48,,denied,
2025-11-14T03:14:48,,denied,
2025-11-14T03:14:49,,denied,
2025-11-14T03:14:49,,denied,
2025-11-14T03:14:49,,denied,
2025-11-14T03:14:49,,denied,
2025-11-14T03:14:49,,denied,
2025-11-14T03:14:50,,denied,
2025-11-14T03:14:50,,denied,
2025-11-14T03:14:50,,denied,
2025-11-14T03:14:50,,denied,
2025-11-14T03:14:50,,denied,
2025-11-14T03:14:50,,denied,
2025-11-14T03:14:51,,denied,
2025-11-14T03:14:51,,denied,
2025-11-14T03:14:51,,denied,
2025-11-14T03:14:51,,denied,
2025-11-14T03:14:51,,denied,
2025-11-14T03:14:52,,denied,
2025-11-14T03:14:52,,denied,
2025-11-14T03:14:52,,denied,
2025-11-14T03:14:52,,denied,
2025-11-14T03:14:52,,denied,
2025-11-14T03:14:52,,denied,
2025-11-14T03:14:53,,denied,
2025-11-14T03:14:53,,denied,
2025-11-14T03:14:53,,denied,
2025-11-14T03:14:53,,denied,
2025-11-14T03:14:53,,denied,
2025-11-14T03:14:54,,denied,
2025-11-14T03:14:54,,denied,
